Rank	Name	RegType	Chrom	Start	End	Strand	ScorePerCodon	NumCodons	Bls	AntiScorePerCodon	ScoreDiff	Parent	SvmScore	SvmAntisenseScore
3203	chr17:45221812-45221856-	NoOverlap	chr17	45221812	45221856	-	-0.304213333333	15	0.6683	-1.14253333333	0.83832	NA	-0.101343662296	0.403461028533
3204	chr17:81108999-81109025+	Extension	chr17	81108999	81109025	+	5.73583333333	9	0.7965	1.48887777778	4.24695555556	chr17:81108966-81109025+	-0.101540633766	0.506374626975
3205	chr17:31936848-31936880+	NoOverlap	chr17	31936848	31936880	+	2.96231818182	11	0.9297	1.0735	1.88881818182	NA	-0.101699174967	0.409289407555
3206	chr17:30731826-30731885-	Extension	chr17	30731826	30731885	-	0.54988	20	0.8153	1.388515	-0.838635	chr17:30731826-30732035-	-0.10174376022	0.33731041643
3207	chr17:44308940-44308975-	Extension	chr17	44308940	44308975	-	1.76736666667	12	0.8581	-9.28949166667	11.0568583333	chr17:44308856-44308975-	-0.101965494878	0.870103839012
3208	chr17:29293539-29293583-	NoOverlap	chr17	29293539	29293583	-	2.12756666667	15	0.8277	-1.7598	3.88736666667	NA	-0.102242441205	0.5506921783
3209	chr17:48054641-48054676+	NoOverlap	chr17	48054641	48054676	+	1.06514166667	12	0.9537	-1.737925	2.80306666667	NA	-0.102502334734	0.47739223527
3210	chr17:39401457-39401486-	NoOverlap	chr17	39401457	39401486	-	5.1571	10	0.8079	1.46779	3.68931	NA	-0.102505447431	0.486273144441
3211	chr17:39401461-39401487+	NoOverlap	chr17	39401461	39401487	+	5.88298888889	9	0.8123	2.23878888889	3.6442	NA	-0.102582756832	0.470589268711
3212	chr17:78378629-78378664-	Extension	chr17	78378629	78378664	-	-1.23095	12	0.6306	-2.14691666667	0.915966666667	chr17:78378629-78378802-	-0.10277780867	0.399144437483
3213	chr17:7020153-7020182+	NoOverlap	chr17	7020153	7020182	+	0.47462	10	0.9834	-2.6425	3.11712	NA	-0.103195760166	0.484284259901
3214	chr17:37146887-37146922-	NoOverlap	chr17	37146887	37146922	-	-0.884225	12	0.9953	-1.43038333333	0.546158333333	NA	-0.103477482732	0.379066229705
3215	chr17:44308590-44308634+	NoOverlap	chr17	44308590	44308634	+	2.30030666667	15	0.7746	1.74813333333	0.552173333333	NA	-0.103770777766	0.36645154868
3216	chr17:29006025-29006060+	NoOverlap	chr17	29006025	29006060	+	4.1495	12	0.8429	2.69175	1.45775	NA	-0.104195563026	0.381762725247
3217	chr17:64501754-64501780+	NoOverlap	chr17	64501754	64501780	+	2.6	9	0.9463	-2.73651111111	5.33651111111	NA	-0.104205033001	0.584084753639
3218	chr17:59893830-59893856-	NoOverlap	chr17	59893830	59893856	-	0.878177777778	9	0.9804	-3.57865555556	4.45683333333	NA	-0.104536613618	0.544006426981
3219	chr17:39573667-39573696-	NoOverlap	chr17	39573667	39573696	-	4.71848	10	0.8144	-1.11673	5.83521	NA	-0.104875550252	0.610539068924
3220	chr17:7208080-7208109-	NoOverlap	chr17	7208080	7208109	-	4.29964	10	0.9154	3.93656	0.36308	NA	-0.104904698156	0.309746279717
3221	chr17:32266573-32266602+	NoOverlap	chr17	32266573	32266602	+	5.46945	10	0.829	4.26332	1.20613	NA	-0.104912131154	0.343341567181
3222	chr17:2400606-2400638+	Extension	chr17	2400606	2400638	+	1.09156363636	11	0.9707	0.115627272727	0.975936363636	chr17:2400606-2400713+	-0.1053017054	0.377511452304
3223	chr17:38799525-38799554-	NoOverlap	chr17	38799525	38799554	-	3.22019	10	0.7158	-1.45863	4.67882	NA	-0.105320432086	0.553658124791
3224	chr17:9021436-9021465-	NoOverlap	chr17	9021436	9021465	-	4.14128	10	0.7429	1.07663	3.06465	NA	-0.105569519268	0.458382247721
3225	chr17:5282391-5282420+	NoOverlap	chr17	5282391	5282420	+	2.38707	10	0.6987	-3.70925	6.09632	NA	-0.105646308087	0.631991985228
3226	chr17:2191805-2191840-	NoOverlap	chr17	2191805	2191840	-	-1.10506666667	12	1.0	-0.629516666667	-0.47555	NA	-0.106011532509	0.334739108092
3227	chr17:38702398-38702424-	NoOverlap	chr17	38702398	38702424	-	2.56931111111	9	0.6762	1.55645555556	1.01285555556	NA	-0.106074429344	0.355138466795
3228	chr17:47684314-47684343+	NoOverlap	chr17	47684314	47684343	+	-0.07833	10	0.9964	-1.34551	1.26718	NA	-0.106466550991	0.396472627004
3229	chr17:47650599-47650634+	NoOverlap	chr17	47650599	47650634	+	3.81723333333	12	0.8768	3.02834166667	0.788891666667	NA	-0.106523131062	0.348266038853
3230	chr17:50719810-50719845+	NoOverlap	chr17	50719810	50719845	+	1.55796666667	12	0.9465	0.0737666666667	1.4842	NA	-0.106943476944	0.405047216995
3231	chr17:39598763-39598795-	NoOverlap	chr17	39598763	39598795	-	0.720245454545	11	0.9589	-4.0143	4.73454545455	NA	-0.106989557942	0.572159432337
3232	chr17:50397490-50397540-	NoOverlap	chr17	50397490	50397540	-	-2.99802941176	17	0.9573	-9.04925882353	6.05122941176	NA	-0.107059640302	0.66765473739
3233	chr17:7844152-7844193-	NoOverlap	chr17	7844152	7844193	-	1.73605714286	14	0.9238	2.40862142857	-0.672564285714	NA	-0.107164538709	0.304100804472
3234	chr17:4710688-4710720-	Extension	chr17	4710688	4710720	-	0.8913	11	0.9123	-9.72209090909	10.6133909091	chr17:4710688-4710747-	-0.107832155935	0.838938302076
3235	chr17:42676949-42676993-	NoOverlap	chr17	42676949	42676993	-	2.35276	15	0.8702	2.74886	-0.3961	NA	-0.108063823866	0.316384157731
3236	chr17:75779888-75779914-	NoOverlap	chr17	75779888	75779914	-	-0.607444444444	9	0.9963	-5.71862222222	5.11117777778	NA	-0.108397182945	0.578642596768
3237	chr17:44212668-44212697+	NoOverlap	chr17	44212668	44212697	+	1.6383	10	0.9657	-0.31885	1.95715	NA	-0.108595617969	0.417440964687
3238	chr17:29292542-29292580-	NoOverlap	chr17	29292542	29292580	-	2.41408461538	13	0.8679	-2.71678461538	5.13086923077	NA	-0.108679498248	0.603473826377
3239	chr17:50397506-50397541+	NoOverlap	chr17	50397506	50397541	+	0.4414	12	0.9617	-2.30904166667	2.75044166667	NA	-0.108779773464	0.478054898217
3240	chr17:2049954-2050007-	NoOverlap	chr17	2049954	2050007	-	-0.338105555556	18	0.9152	-0.925261111111	0.587155555556	NA	-0.108854359508	0.407161905526
3241	chr17:48615597-48615629-	NoOverlap	chr17	48615597	48615629	-	0.493190909091	11	0.9797	-0.123172727273	0.616363636364	NA	-0.109001410405	0.365159385424
3242	chr17:2400708-2400740-	NoOverlap	chr17	2400708	2400740	-	0.163136363636	11	0.9623	-5.5333	5.69643636364	NA	-0.109184553143	0.620539581894
3243	chr17:46172023-46172052+	NoOverlap	chr17	46172023	46172052	+	-0.5647	10	1.0	-2.22884	1.66414	NA	-0.109381060542	0.419149726032
3244	chr17:40307176-40307208+	NoOverlap	chr17	40307176	40307208	+	-0.918509090909	11	1.0	-1.47388181818	0.555372727273	NA	-0.109883345912	0.375014246358
3245	chr17:2593938-2593991+	NoOverlap	chr17	2593938	2593991	+	0.832572222222	18	0.805	-0.1397	0.972272222222	NA	-0.109964260188	0.417933785017
3246	chr17:58083274-58083318+	NoOverlap	chr17	58083274	58083318	+	0.13308	15	0.702	-2.27356666667	2.40664666667	NA	-0.110230213528	0.480179110771
3247	chr17:61400384-61400440-	NoOverlap	chr17	61400384	61400440	-	-1.35090526316	19	0.7292	-5.92266842105	4.57176315789	NA	-0.110409433872	0.618723384607
3248	chr17:50560697-50560738+	NoOverlap	chr17	50560697	50560738	+	2.89667142857	14	0.8405	2.30400714286	0.592664285714	NA	-0.110777614313	0.357618067836
3249	chr17:79096694-79096723+	Extension	chr17	79096694	79096723	+	0.1911	10	0.9692	-5.89863	6.08973	chr17:79096688-79096723+	-0.111030505804	0.632409847764
3250	chr17:4947979-4948035-	NoOverlap	chr17	4947979	4948035	-	0.534026315789	19	0.8453	0.970942105263	-0.436915789474	NA	-0.111072532873	0.352736738521
3251	chr17:48996070-48996105+	NoOverlap	chr17	48996070	48996105	+	4.09319166667	12	0.8309	3.85568333333	0.237508333333	NA	-0.111095924908	0.316169017973
3252	chr17:52157787-52157828-	Extension	chr17	52157787	52157828	-	-0.759121428571	14	0.9704	-1.47637142857	0.71725	chr17:52157733-52157828-	-0.111096828337	0.396024763187
3253	chr17:56597505-56597555-	NoOverlap	chr17	56597505	56597555	-	0.901811764706	17	0.8853	0.844676470588	0.0571352941176	NA	-0.111329073936	0.364120306208
3254	chr17:2681833-2681862+	NoOverlap	chr17	2681833	2681862	+	0.12361	10	0.9931	-0.37891	0.50252	NA	-0.111597923603	0.358268408759
3255	chr17:7381007-7381036+	NoOverlap	chr17	7381007	7381036	+	4.47632	10	0.7858	0.08488	4.39144	NA	-0.111705658643	0.530847635011
3256	chr17:33293339-33293371+	NoOverlap	chr17	33293339	33293371	+	2.13797272727	11	0.9477	1.69220909091	0.445763636364	NA	-0.112050931119	0.341031118454
3257	chr17:73644482-73644520+	NoOverlap	chr17	73644482	73644520	+	3.13569230769	13	0.8171	0.708107692308	2.42758461538	NA	-0.112268196689	0.450186278668
3258	chr17:48577915-48577971+	NoOverlap	chr17	48577915	48577971	+	-0.642910526316	19	0.8788	-3.89013157895	3.24722105263	NA	-0.112462515317	0.551487788026
3259	chr17:67244959-67244997-	NoOverlap	chr17	67244959	67244997	-	1.96936153846	13	0.727	2.26287692308	-0.293515384615	NA	-0.112490255992	0.315617885024
3260	chr17:2025424-2025462+	NoOverlap	chr17	2025424	2025462	+	2.31882307692	13	0.8884	-0.916561538462	3.23538461538	NA	-0.112567827313	0.500129003652
3261	chr17:48578370-48578402+	NoOverlap	chr17	48578370	48578402	+	-0.243636363636	11	0.9906	-0.256327272727	0.0126909090909	NA	-0.112795638304	0.343611168068
3262	chr17:7614715-7614753-	NoOverlap	chr17	7614715	7614753	-	-0.0346846153846	13	0.6749	-0.0279230769231	-0.00676153846154	NA	-0.113282890959	0.349940956667
3263	chr17:57987701-57987733+	NoOverlap	chr17	57987701	57987733	+	4.59528181818	11	0.8194	4.44274545455	0.152536363636	NA	-0.113367940008	0.30117242295
3264	chr17:7909354-7909389+	NoOverlap	chr17	7909354	7909389	+	2.28235	12	0.9248	1.24163333333	1.04071666667	NA	-0.113856073729	0.375738640071
3265	chr17:66302819-66302851+	Extension	chr17	66302819	66302851	+	-0.100572727273	11	0.6586	-0.307681818182	0.207109090909	chr17:66302819-66303025+	-0.114414531213	0.351247849138
3266	chr17:51120435-51120485+	NoOverlap	chr17	51120435	51120485	+	0.368423529412	17	0.7582	-1.93452352941	2.30294705882	NA	-0.114876088164	0.485699550404
3267	chr17:50719806-50719844-	NoOverlap	chr17	50719806	50719844	-	0.656961538462	13	0.9465	-0.949161538462	1.60612307692	NA	-0.115181063027	0.423912899017
3268	chr17:68019899-68019940+	NoOverlap	chr17	68019899	68019940	+	1.11772142857	14	0.93	1.18102857143	-0.0633071428571	NA	-0.115337085211	0.340685866141
3269	chr17:7215870-7215902-	NoOverlap	chr17	7215870	7215902	-	3.15343636364	11	0.9171	2.53727272727	0.616163636364	NA	-0.116146468633	0.339870109972
3270	chr17:50560699-50560743-	NoOverlap	chr17	50560699	50560743	-	2.18981333333	15	0.8377	1.72099333333	0.46882	NA	-0.116237726716	0.363033440278
3271	chr17:48576273-48576314-	NoOverlap	chr17	48576273	48576314	-	-1.04282857143	14	0.9577	-4.81467857143	3.77185	NA	-0.116415999915	0.547022633047
3272	chr17:48610957-48610983-	NoOverlap	chr17	48610957	48610983	-	1.29205555556	9	0.9813	0.565822222222	0.726233333333	NA	-0.116768429418	0.353022775263
3273	chr17:7217152-7217193-	NoOverlap	chr17	7217152	7217193	-	-2.25148571429	14	0.9793	-5.78043571429	3.52895	NA	-0.116813181518	0.537261210529
3274	chr17:61397241-61397291-	NoOverlap	chr17	61397241	61397291	-	1.102	17	0.816	0.273535294118	0.828464705882	NA	-0.11698092597	0.402548070535
3275	chr17:78359058-78359108-	NoOverlap	chr17	78359058	78359108	-	-0.837676470588	17	0.9293	-2.47946470588	1.64178823529	NA	-0.116990562219	0.458228786744
3276	chr17:36936650-36936676-	NoOverlap	chr17	36936650	36936676	-	3.64757777778	9	0.9366	2.83695555556	0.810622222222	NA	-0.117231076855	0.334166836461
3277	chr17:48615568-48615615+	NoOverlap	chr17	48615568	48615615	+	-1.365175	16	0.9638	-0.52968125	-0.83549375	NA	-0.117356709125	0.338833787512
3278	chr17:7854376-7854402+	NoOverlap	chr17	7854376	7854402	+	0.259544444444	9	0.9961	-0.317844444444	0.577388888889	NA	-0.117520359205	0.355748568614
3279	chr17:82273673-82273711-	NoOverlap	chr17	82273673	82273711	-	2.27853846154	13	0.8051	-3.42266923077	5.70120769231	NA	-0.117677722857	0.634338597919
3280	chr17:27307704-27307742-	Extension	chr17	27307704	27307742	-	-1.05643846154	13	0.9761	-2.84561538462	1.78917692308	chr17:27307704-27307859-	-0.117750941207	0.444471251016
3281	chr17:49230802-49230828-	NoOverlap	chr17	49230802	49230828	-	2.22186666667	9	0.9681	2.2842	-0.0623333333333	NA	-0.117871991178	0.305114521729
3282	chr17:79797268-79797297-	NoOverlap	chr17	79797268	79797297	-	2.94917	10	0.8154	-7.8589	10.80807	NA	-0.118427522335	0.851309266959
3283	chr17:44967906-44967941-	NoOverlap	chr17	44967906	44967941	-	1.38525833333	12	0.7211	-3.56966666667	4.954925	NA	-0.118767358685	0.589208189843
3284	chr17:8187615-8187659-	NoOverlap	chr17	8187615	8187659	-	1.56384	15	0.8799	0.42462	1.13922	NA	-0.119025619432	0.403977569803
3285	chr17:7307710-7307757-	NoOverlap	chr17	7307710	7307757	-	1.08356875	16	0.7758	-0.17680625	1.260375	NA	-0.119173822878	0.41987437956
3286	chr17:34579590-34579628-	NoOverlap	chr17	34579590	34579628	-	1.54650769231	13	0.7345	-1.0046	2.55110769231	NA	-0.119753856131	0.467491572964
3287	chr17:7561944-7561973-	NoOverlap	chr17	7561944	7561973	-	2.81743	10	0.9306	0.46069	2.35674	NA	-0.119833256268	0.429484412465
3288	chr17:1562782-1562832+	NoOverlap	chr17	1562782	1562832	+	-0.250941176471	17	0.7597	-4.76636470588	4.51542352941	NA	-0.119972158397	0.603095114426
3289	chr17:4987427-4987453+	NoOverlap	chr17	4987427	4987453	+	5.50474444444	9	0.8576	4.68081111111	0.823933333333	NA	-0.120282350212	0.316178316954
3290	chr17:7019622-7019657-	NoOverlap	chr17	7019622	7019657	-	-0.606525	12	0.9813	-1.00343333333	0.396908333333	NA	-0.120594278447	0.369625273284
3291	chr17:44199034-44199081+	NoOverlap	chr17	44199034	44199081	+	1.257325	16	0.8542	-0.17838125	1.43570625	NA	-0.120819768058	0.427910680031
3292	chr17:2399788-2399823-	NoOverlap	chr17	2399788	2399823	-	0.517183333333	12	0.943	-3.78441666667	4.3016	NA	-0.121046622348	0.557337551701
3293	chr17:44198431-44198457+	NoOverlap	chr17	44198431	44198457	+	0.834666666667	9	0.9696	-3.84986666667	4.68453333333	NA	-0.121744958129	0.555625607443
3294	chr17:37124101-37124130-	NoOverlap	chr17	37124101	37124130	-	-1.1515	10	0.9967	-3.90246	2.75096	NA	-0.122352828745	0.474186956177
3295	chr17:50751359-50751400-	NoOverlap	chr17	50751359	50751400	-	-0.414678571429	14	0.9596	-0.0966642857143	-0.318014285714	NA	-0.122991278099	0.343714571142
3296	chr17:40092346-40092375+	NoOverlap	chr17	40092346	40092375	+	-0.98814	10	0.9956	-3.28976	2.30162	NA	-0.123319257747	0.452116538645
3297	chr17:40350589-40350621-	NoOverlap	chr17	40350589	40350621	-	-1.22420909091	11	0.9931	-2.79286363636	1.56865454545	NA	-0.123410220215	0.424437215776
3298	chr17:42833633-42833662+	NoOverlap	chr17	42833633	42833662	+	-0.61609	10	1.0	0.32043	-0.93652	NA	-0.123629587978	0.301053966219
3299	chr17:46194164-46194193-	NoOverlap	chr17	46194164	46194193	-	1.29868	10	0.9593	-1.18006	2.47874	NA	-0.123676089654	0.446839427686
3300	chr17:48626061-48626096-	NoOverlap	chr17	48626061	48626096	-	-0.269408333333	12	0.9411	-7.15205	6.88264166667	NA	-0.123797248224	0.683178738853
3301	chr17:30292006-30292038-	NoOverlap	chr17	30292006	30292038	-	3.96648181818	11	0.8621	3.04469090909	0.921790909091	NA	-0.124369309155	0.348232777825
3302	chr17:48544912-48544938-	Extension	chr17	48544912	48544938	-	2.25855555556	9	0.9531	-0.171877777778	2.43043333333	chr17:48544834-48544938-	-0.12439689262	0.431453886889
3303	chr17:49788776-49788802-	NoOverlap	chr17	49788776	49788802	-	-0.108911111111	9	0.9634	-8.399	8.29008888889	NA	-0.125087966524	0.723736618749
3304	chr17:58007133-58007162-	NoOverlap	chr17	58007133	58007162	-	-0.44473	10	0.9641	-7.65509	7.21036	NA	-0.125603066062	0.682694854678
3305	chr17:50397504-50397530-	NoOverlap	chr17	50397504	50397530	-	1.89107777778	9	0.9626	0.304077777778	1.587	NA	-0.125603575685	0.390646454358
3306	chr17:4987581-4987631+	NoOverlap	chr17	4987581	4987631	+	0.194594117647	17	0.8758	-1.8171	2.01169411765	NA	-0.125830408559	0.471289160835
3307	chr17:2399987-2400025-	NoOverlap	chr17	2399987	2400025	-	0.267630769231	13	0.9476	-1.08866153846	1.35629230769	NA	-0.125938314628	0.41411597678
3308	chr17:46818770-46818805+	NoOverlap	chr17	46818770	46818805	+	2.6762	12	0.8961	1.4944	1.1818	NA	-0.125961115269	0.379715344262
3309	chr17:56597515-56597556+	NoOverlap	chr17	56597515	56597556	+	1.70936428571	14	0.8898	0.828107142857	0.881257142857	NA	-0.126284146962	0.383524056177
3310	chr17:72121325-72121354+	NoOverlap	chr17	72121325	72121354	+	4.41297	10	0.8393	1.72876	2.68421	NA	-0.12651928461	0.434966158125
3311	chr17:81395177-81395206-	NoOverlap	chr17	81395177	81395206	-	3.4281	10	0.87	-2.6795	6.1076	NA	-0.126695658501	0.630234508785
3312	chr17:36944524-36944550-	NoOverlap	chr17	36944524	36944550	-	-0.328077777778	9	1.0	-0.369544444444	0.0414666666667	NA	-0.126724018084	0.336871599389
3313	chr17:7549093-7549152-	Extension	chr17	7549093	7549152	-	-0.88545	20	0.871	-1.248455	0.363005	chr17:7549093-7549287-	-0.127222239155	0.410972193829
3314	chr17:38674672-38674710-	NoOverlap	chr17	38674672	38674710	-	2.68403846154	13	0.8031	2.06533846154	0.6187	NA	-0.127759964033	0.35542604035
3315	chr17:36545682-36545723-	Extension	chr17	36545682	36545723	-	1.80059285714	14	0.8829	1.06420714286	0.736385714286	chr17:36545682-36545834-	-0.128212418731	0.375138545437
3316	chr17:2749628-2749657+	NoOverlap	chr17	2749628	2749657	+	1.27196	10	0.6954	-0.17364	1.4456	NA	-0.128212923494	0.394217400301
3317	chr17:56595889-56595930+	NoOverlap	chr17	56595889	56595930	+	1.53999285714	14	0.8727	-1.32825714286	2.86825	NA	-0.129089600391	0.490935481009
3318	chr17:64501831-64501857-	NoOverlap	chr17	64501831	64501857	-	2.35022222222	9	0.9456	-0.472944444444	2.82316666667	NA	-0.129517881017	0.45152546779
3319	chr17:79796960-79796986+	NoOverlap	chr17	79796960	79796986	+	1.40251111111	9	0.955	-3.17384444444	4.57635555556	NA	-0.129917579861	0.54840628818
3320	chr17:47861178-47861213+	NoOverlap	chr17	47861178	47861213	+	-0.872333333333	12	0.9784	-1.53483333333	0.6625	NA	-0.130202946152	0.384391727322
3321	chr17:38477761-38477802+	NoOverlap	chr17	38477761	38477802	+	0.525192857143	14	0.9187	-1.59112857143	2.11632142857	NA	-0.130631947108	0.456915982169
3322	chr17:40091060-40091107+	NoOverlap	chr17	40091060	40091107	+	0.1874875	16	0.8822	-2.91609375	3.10358125	NA	-0.130641974321	0.52245300371
3323	chr17:48577832-48577873-	NoOverlap	chr17	48577832	48577873	-	0.810671428571	14	0.8952	-3.0266	3.83727142857	NA	-0.130833881783	0.545837425397
3324	chr17:40089353-40089406-	NoOverlap	chr17	40089353	40089406	-	-0.577855555556	18	0.9019	-0.251255555556	-0.3266	NA	-0.131117046805	0.364049495303
3325	chr17:2055117-2055164+	NoOverlap	chr17	2055117	2055164	+	1.04143125	16	0.8465	0.2479625	0.79346875	NA	-0.131239729626	0.395644051824
3326	chr17:50201567-50201599-	NoOverlap	chr17	50201567	50201599	-	0.375990909091	11	0.9681	0.1232	0.252790909091	NA	-0.131576229487	0.348773472846
3327	chr17:35731586-35731612+	NoOverlap	chr17	35731586	35731612	+	4.51262222222	9	0.7815	3.4085	1.10412222222	NA	-0.132586698184	0.341056292042
3328	chr17:7294870-7294899+	NoOverlap	chr17	7294870	7294899	+	2.17778	10	0.9134	-3.54317	5.72095	NA	-0.132715153461	0.612885123509
3329	chr17:48614568-48614630-	NoOverlap	chr17	48614568	48614630	-	-1.32268571429	21	0.8452	-1.96018095238	0.637495238095	NA	-0.132750444657	0.433349337878
3330	chr17:49910400-49910438+	NoOverlap	chr17	49910400	49910438	+	0.0626846153846	13	0.9474	-1.08113846154	1.14382307692	NA	-0.132878639809	0.405078471757
3331	chr17:56597248-56597301+	NoOverlap	chr17	56597248	56597301	+	-2.07086111111	18	0.9259	-4.83005	2.75918888889	NA	-0.133163700485	0.524330764341
3332	chr17:40091052-40091081+	NoOverlap	chr17	40091052	40091081	+	3.48685	10	0.8797	-0.31308	3.79993	NA	-0.134264421217	0.50381179269
3333	chr17:42181019-42181045+	NoOverlap	chr17	42181019	42181045	+	2.74312222222	9	0.7466	-4.3319	7.07502222222	NA	-0.135176325229	0.673682838657
3334	chr17:76452791-76452826+	NoOverlap	chr17	76452791	76452826	+	2.02055	12	0.7702	-1.73513333333	3.75568333333	NA	-0.135367053885	0.523234405691
3335	chr17:50201568-50201594+	NoOverlap	chr17	50201568	50201594	+	1.50077777778	9	0.963	0.00645555555556	1.49432222222	NA	-0.135519313379	0.389273951194
3336	chr17:40063438-40063470+	NoOverlap	chr17	40063438	40063470	+	2.29100909091	11	0.7492	0.354172727273	1.93683636364	NA	-0.135691804737	0.417225471862
3337	chr17:78359101-78359133-	NoOverlap	chr17	78359101	78359133	-	1.41650909091	11	0.917	-3.72829090909	5.1448	NA	-0.136437173791	0.591846588797
3338	chr17:7239465-7239497+	NoOverlap	chr17	7239465	7239497	+	1.5075	11	0.939	0.696254545455	0.811245454545	NA	-0.137523469334	0.365493244764
3339	chr17:40177892-40177921-	NoOverlap	chr17	40177892	40177921	-	2.51709	10	0.7587	-3.34737	5.86446	NA	-0.13767492451	0.619665178549
3340	chr17:36545680-36545724+	Extension	chr17	36545680	36545724	+	1.10732	15	0.8823	1.55562	-0.4483	chr17:36545680-36545835+	-0.138103586707	0.326582768886
